Customer ID,Age,Gender,Location,Annual Income,Purchase History,Browsing History,Product Reviews,Time on Site
1012,40,Male,City K,65579,"[{""Date"": ""2022-09-21"", ""Category"": ""Books"", ""Price"": 20.73}, {""Date"": ""2022-11-14"", ""Category"": ""Electronics"", ""Price"": 117.96}, {""Date"": ""2022-05-01"", ""Category"": ""Clothing"", ""Price"": 62.16}]","[{""Timestamp"": ""2022-09-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-16T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-21T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-27T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-14T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-10T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-01T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-21T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-05-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-29T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-16T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-30T00:00:00Z"", ""Product Category"": ""Electronics""}]",Average quality. Met basic expectations. Rating: 3.6 stars. ⭐⭐⭐☆☆,96.9
1013,18,Female,City E,20124,"[{""Date"": ""2022-11-23"", ""Category"": ""Clothing"", ""Price"": 23.99}]","[{""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-18T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-17T00:00:00Z"", ""Product Category"": ""Clothing""}]",Decent clothing. Does the job. Rating: 3.7 stars. ⭐⭐⭐☆☆,15.0
1014,18,Female,City G,45661,"[{""Date"": ""2022-10-27"", ""Category"": ""Clothing"", ""Price"": 75.71}]","[{""Timestamp"": ""2022-10-27T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-01T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-27T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-02T00:00:00Z"", ""Product Category"": ""Clothing""}]",,45.3
1015,31,Other,City A,36318,"[{""Date"": ""2022-10-31"", ""Category"": ""Sports & Outdoors"", ""Price"": 60.17}]","[{""Timestamp"": ""2022-11-03T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-24T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-31T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}]",Very good sports & outdoors. Happy with my purchase. Rating: 4.3 stars. ⭐⭐⭐⭐☆,33.0
1016,25,Female,City A,22124,"[{""Date"": ""2022-01-27"", ""Category"": ""Clothing"", ""Price"": 69.48}]","[{""Timestamp"": ""2022-01-30T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-23T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-23T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-27T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-22T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-02-01T00:00:00Z"", ""Product Category"": ""Books""}]",,38.7
1017,41,Male,City J,35270,"[{""Date"": ""2022-06-09"", ""Category"": ""Home & Garden"", ""Price"": 95.42}]","[{""Timestamp"": ""2022-06-13T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-13T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-06-14T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-10T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-15T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-08T00:00:00Z"", ""Product Category"": ""Clothing""}]",,40.6
1018,27,Female,City L,27395,"[{""Date"": ""2022-04-01"", ""Category"": ""Clothing"", ""Price"": 54.55}]","[{""Timestamp"": ""2022-04-01T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-07T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-08T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-30T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-01T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-29T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-04-02T00:00:00Z"", ""Product Category"": ""Clothing""}]",Okay for the price. Rating: 3.6 stars. ⭐⭐⭐☆☆,48.2
1019,21,Male,City L,32158,"[{""Date"": ""2022-12-31"", ""Category"": ""Books"", ""Price"": 13.64}]","[{""Timestamp"": ""2022-12-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2023-01-03T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-30T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-29T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}]",Decent books. Does the job. Rating: 3.4 stars. ⭐⭐⭐☆☆,39.3
1020,55,Other,City D,57456,"[{""Date"": ""2022-10-02"", ""Category"": ""Books"", ""Price"": 27.0}, {""Date"": ""2022-12-20"", ""Category"": ""Home & Garden"", ""Price"": 44.13}, {""Date"": ""2022-04-21"", ""Category"": ""Beauty & Health"", ""Price"": 43.14}]","[{""Timestamp"": ""2022-04-23T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-23T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-29T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-09-29T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-04-18T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-10-05T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-14T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-04-18T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-12-15T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-26T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-20T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-04-14T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]",,88.4
1021,35,Male,City D,30373,"[{""Date"": ""2022-08-02"", ""Category"": ""Electronics"", ""Price"": 157.15}]","[{""Timestamp"": ""2022-08-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-08T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-04T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-08-07T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-05T00:00:00Z"", ""Product Category"": ""Electronics""}]",Very good electronics. Happy with my purchase. Rating: 4.0 stars. ⭐⭐⭐⭐☆,39.0
1022,38,Female,City H,38750,"[{""Date"": ""2022-08-29"", ""Category"": ""Electronics"", ""Price"": 92.47}]","[{""Timestamp"": ""2022-09-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-09-01T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-28T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-09-05T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-22T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-29T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-26T00:00:00Z"", ""Product Category"": ""Electronics""}]",Wouldn't purchase again. Rating: 2.6 stars. ⭐⭐☆☆☆,52.4
1023,20,Female,City J,52450,"[{""Date"": ""2022-02-16"", ""Category"": ""Beauty & Health"", ""Price"": 16.83}]","[{""Timestamp"": ""2022-02-18T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-02-17T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-11T00:00:00Z"", ""Product Category"": ""Books""}]",Good quality for the price. Satisfied customer. Rating: 4.0 stars. ⭐⭐⭐⭐☆,34.0
1024,31,Female,City G,54823,"[{""Date"": ""2022-12-10"", ""Category"": ""Electronics"", ""Price"": 54.03}, {""Date"": ""2022-03-24"", ""Category"": ""Beauty & Health"", ""Price"": 22.09}]","[{""Timestamp"": ""2022-03-27T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-10T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-18T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-30T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-23T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-27T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-07T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-31T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-03T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-12-14T00:00:00Z"", ""Product Category"": ""Electronics""}]",Absolutely love this electronics! Perfect quality. Rating: 4.9 stars. ⭐⭐⭐⭐☆,62.9
1025,39,Female,City B,45021,"[{""Date"": ""2022-03-20"", ""Category"": ""Books"", ""Price"": 14.83}, {""Date"": ""2022-05-30"", ""Category"": ""Beauty & Health"", ""Price"": 29.5}]","[{""Timestamp"": ""2022-06-05T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-20T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-27T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-17T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-05-28T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-05T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-06-05T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-05-28T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-06-06T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-22T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]",Works well and looks good. Rating: 4.2 stars. ⭐⭐⭐⭐☆ Works well and looks good. Rating: 4.0 stars. ⭐⭐⭐⭐☆,67.1
1026,24,Male,City H,29591,"[{""Date"": ""2022-03-06"", ""Category"": ""Home & Garden"", ""Price"": 82.09}]","[{""Timestamp"": ""2022-03-12T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-07T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-10T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-06T00:00:00Z"", ""Product Category"": ""Clothing""}]",Average quality. Met basic expectations. Rating: 3.6 stars. ⭐⭐⭐☆☆,27.0
1027,42,Other,City I,43424,"[{""Date"": ""2022-06-12"", ""Category"": ""Books"", ""Price"": 17.65}]","[{""Timestamp"": ""2022-06-14T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-12T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-05T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-10T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-13T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-07T00:00:00Z"", ""Product Category"": ""Books""}]",,39.5
1028,30,Male,City H,41149,"[{""Date"": ""2022-03-15"", ""Category"": ""Home & Garden"", ""Price"": 47.49}]","[{""Timestamp"": ""2022-03-12T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-22T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-15T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-18T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-15T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-14T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-11T00:00:00Z"", ""Product Category"": ""Home & Garden""}]",Highly recommend this home & garden! Rating: 4.6 stars. ⭐⭐⭐⭐☆,46.2
1029,34,Female,City E,24088,"[{""Date"": ""2022-12-18"", ""Category"": ""Sports & Outdoors"", ""Price"": 71.66}]","[{""Timestamp"": ""2022-12-24T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-23T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-14T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-21T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-21T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}]",Works well and looks good. Rating: 4.3 stars. ⭐⭐⭐⭐☆,45.8
1030,30,Female,City L,30326,"[{""Date"": ""2022-06-01"", ""Category"": ""Books"", ""Price"": 10.0}]","[{""Timestamp"": ""2022-05-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-07T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-05T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-01T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-06T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-07T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-26T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-29T00:00:00Z"", ""Product Category"": ""Books""}]",Highly recommend this books! Rating: 4.9 stars. ⭐⭐⭐⭐☆,46.8
